"0112757","Cure, The (1995)"
"0112643","Castle Freak (1995)"
"0112679","Circle of Friends (1995)"
"0109445","Clerks (1994)"
"0112883","Don Juan DeMarco (1995)"
"0109635","Disclosure (1994)"
"0109676","Drop Zone (1994)"
"0112854","Destiny Turns on the Radio (1995)"
"0109579","Death and the Maiden (1994)"
"0109642","Dolores Claiborne (1995)"
"0109686","Dumb & Dumber (Dumb and Dumber) (1994)"
"0111797","Eat Drink Man Woman (Yin shi nan nu) (1994)"
"0109759","Exotica (1994)"
"0109758","Exit to Eden (1994)"
"0109707","Ed Wood (1994)"
"0113117","French Kiss (1995)"
"0113097","Forget Paris (1995)"
"0113028","Far From Home: The Adventures of Yellow Dog (1995)"
"0113198","Goofy Movie, A (1995)"
"0113303","Hideaway (1995)"
"0113089","Fluke (1995)"
"0109771","Farinelli: il castrato (1994)"
"0113199","Gordy (1995)"
"0110057","Hoop Dreams (1994)"
"0110005","Heavenly Creatures (1994)"
"0110066","Houseguest (1994)"
"0110116","Immortal Beloved (1994)"
"0110006","Heavyweights (Heavy Weights) (1995)"
"0113360","Hunted, The (1995)"
"0110099","I.Q. (1994)"
"0110148","Interview with the Vampire: The Vampire Chronicles (1994)"
"0113463","Jefferson in Paris (1995)"
"0110189","Jerky Boys, The (1995)"
"0110216","Junior (1994)"
"0113501","Just Cause (1995)"
"0113538","Kid in King Arthur's Court, A (1995)"
"0113552","Kiss of Death (1995)"
"0076759","Star Wars: Episode IV - A New Hope (1977)"
"0110367","Little Women (1994)"
"0113670","Little Princess, A (1995)"
"0110296","Ladybird Ladybird (1994)"
"0103994","Like Water for Chocolate (Como agua para chocolate) (1992)"
"0110322","Legends of the Fall (1994)"
"0110443","Major Payne (1995)"
"0107566","My Crazy Life (Mi vida loca) (1993)"
"0110391","Love Affair (1994)"
"0113691","Losing Isaiah (1995)"
"0110428","Madness of King George, The (1994)"
"0109836","Mary Shelley's Frankenstein (Frankenstein) (1994)"
"0113755","Man of the House (1995)"
"0110538","Mixed Nuts (1994)"
"0110516","Milk Money (1994)"
"0110527","Miracle on 34th Street (1994)"
"0113808","Miami Rhapsody (1995)"
"0113896","My Family (1995)"
"0113870","Murder in the First (1995)"
"0110684","Nobody's Fool (1994)"
"0110638","Nell (1994)"
"0113967","New Jersey Drive (1995)"
"0117169","New York Cop (Nyû Yôku no koppu) (1993)"
"0106402","Beyond Bedlam (1993)"
"0110671","Nina Takes a Lover (1994)"
"0110632","Natural Born Killers (1994)"
"0110737","Only You (1994)"
"0110729","Once Were Warriors (1994)"
"0114151","Poison Ivy II (1996)"
"0114069","Outbreak (1995)"
"0110413","Léon: The Professional (a.k.a. The Professional) (Léon) (1994)"
"0114113","Perez Family, The (1995)"
"0114210","Pyromaniac's Love Story, A (1995)"
"0110912","Pulp Fiction (1994)"
"0105652","Pushing Hands (Tui shou) (1992)"
"0110889","Priest (1994)"
"0110932","Quiz Show (1994)"
"0114129","Picture Bride (Bijo photo) (1994)"
"0110963","Queen Margot (Reine Margot, La) (1994)"
"0114214","Quick and the Dead, The (1995)"
"0114296","Roommates (1995)"
"0110907","Ready to Wear (Pret-A-Porter) (1994)"
"0111495","Three Colors: Red (Trois couleurs: Rouge) (1994)"
"0108394","Three Colors: Blue (Trois couleurs: Bleu) (1993)"
"0111507","Three Colors: White (Trzy kolory: Bialy) (1994)"
"0114268","Rent-a-Kid (1995)"
"0110965","Relative Fear (1994)"
"0114571","Stuart Saves His Family (1995)"
"0111333","Swan Princess, The (1994)"
"0111112","Secret of Roan Inish, The (1994)"
"0111255","Specialist, The (1994)"
"0111282","Stargate (1994)"
"0111070","Santa Clause, The (1994)"
"0111161","Shawshank Redemption, The (1994)"
"0111149","Shallow Grave (1994)"
"0108260","Suture (1993)"
"0106966","Strawberry and Chocolate (Fresa y chocolate) (1993)"
"0114594","Swimming with Sharks (1995)"
"0111309","Sum of Us, The (1994)"
"0113936","National Lampoon's Senior Trip (1995)"
"0110081","To Live (Huozhe) (1994)"
"0114614","Tank Girl (1995)"
"0114608","Tales from the Crypt Presents: Demon Knight (1995)"
"0111280","Star Trek: Generations (1994)"
"0114609","Tales from the Hood (1995)"
"0111454","Tom & Viv (1994)"
"0114852","Village of the Damned (1995)"
"0114694","Tommy Boy (1995)"
"0111590","Vanya on 42nd Street (1994)"
"0114788","Underneath (1995)"
"0114888","Walking Dead, The (1995)"
"0108550","What's Eating Gilbert Grape (1993)"
"0114857","Virtuosity (1995)"
"0114924","While You Were Sleeping (1995)"
"0111667","War, The (1994)"
"0109655","Double Happiness (1994)"
"0110598","Muriel's Wedding (1994)"
"0112435","Baby-Sitters Club, The (1995)"
"0109040","Ace Ventura: Pet Detective (1994)"
"0109045","Adventures of Priscilla, Queen of the Desert, The (1994)"
"0106339","Backbeat (1993)"
"0104779","Bitter Moon (1992)"
"0109348","Bullets Over Broadway (1994)"
"0109444","Clear and Present Danger (1994)"
"0109446","Client, The (1994)"
"0109484","Corrina, Corrina (1994)"
"0109504","Crooklyn (1994)"
"0109506","Crow, The (1994)"
"0109450","Cobb (1994)"
"0109813","Flintstones, The (1994)"
"0109830","Forrest Gump (1994)"
"0109831","Four Weddings and a Funeral (1994)"
"0113305","Higher Learning (1995)"
"0110091","I Like It Like That (1994)"
"0110093","I Love Trouble (1994)"
"0110167","It Could Happen to You (1994)"
"0110213","Jungle Book, The (1994)"
"0107472","Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)"
"0110357","Lion King, The (1994)"
"0107426","Little Buddha (1993)"
"0111686","Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)"
"0110475","Mask, The (1994)"
"0110478","Maverick (1994)"
"0110588","Mrs. Parker and the Vicious Circle (1994)"
"0110622","Naked Gun 33 1/3: The Final Insult (1994)"
"0110771","Paper, The (1994)"
"0110950","Reality Bites (1994)"
"0105226","Red Rock West (1992)"
"0110989","Richie Rich (1994)"
"0110997","River Wild, The (1994)"
"0111257","Speed (1994)"
"0111256","Speechless (1994)"
"0111438","Timecop (1994)"
"0111503","True Lies (1994)"
"0111693","When a Man Loves a Woman (1994)"
"0111742","Wolf (1994)"
"0111756","Wyatt Earp (1994)"
"0112443","Bad Company (1995)"
"0110455","Man of No Importance, A (1994)"
"0111048","S.F.W. (1994)"
"0110399","Low Down Dirty Shame, A (1994)"
"0112570","Boys Life (1995)"
"0109454","Colonel Chabert, Le (1994)"
"0059170","Faster Pussycat! Kill! Kill! (1965)"
"0110186","Jason's Lyric (1994)"
"0111301","Street Fighter (1994)"
"0110027","Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)"
"0109785","Federal Hill (1994)"
"0113409","In the Mouth of Madness (1995)"
"0109021","8 Seconds (1994)"
"0109035","Above the Rim (1994)"
"0106220","Addams Family Values (1993)"
"0106226","Age of Innocence, The (1993)"
"0109068","Airheads (1994)"
"0109067","Air Up There, The (1994)"
"0106292","Another Stakeout (1993)"
"0109198","Bad Girls (1994)"
"0109219","Barcelona (1994)"
"0106379","Being Human (1993)"
"0106400","Beverly Hillbillies, The (1993)"
"0109254","Beverly Hills Cop III (1994)"
"0109279","Black Beauty (1994)"
"0109297","Blink (1994)"
"0109303","Blown Away (1994)"
"0109305","Blue Chips (1994)"
"0109306","Blue Sky (1994)"
"0106452","Body Snatchers (1993)"
"0106471","Boxing Helena (1993)"
"0106489","Bronx Tale, A (1993)"
"0109361","Cabin Boy (1994)"
"0106505","Calendar Girl (1993)"
"0106519","Carlito's Way (1993)"
"0109439","City Slickers II: The Legend of Curly's Gold (1994)"
"0109443","Clean Slate (1994)"
"0106582","Cliffhanger (1993)"
"0106598","Coneheads (1993)"
"0109456","Color of Night (1994)"
"0109480","Cops and Robbersons (1994)"
"0109493","Cowboy Way, The (1994)"
"0106673","Dave (1993)"
"0106677","Dazed and Confused (1993)"
"0106697","Demolition Man (1993)"
"0106834","Even Cowgirls Get the Blues (1993)"
"0106873","Fatal Instinct (1993)"
"0106332","Farewell My Concubine (Ba wang bie ji) (1993)"
"0106881","Fearless (1993)"
"0106880","Fear of a Black Hat (1994)"
"0111732","With Honors (1994)"
"0106926","Flesh and Bone (1993)"
"0111712","Widows' Peak (1994)"
"0106941","For Love or Money (1993)"
"0106918","Firm, The (1993)"
"0106965","Free Willy (1993)"
"0109842","Fresh (1994)"
"0106977","Fugitive, The (1993)"
"0107004","Geronimo: An American Legend (1993)"
"0109890","Getaway, The (1994)"
"0109891","Getting Even with Dad (1994)"
"0109913","Go Fish (1994)"
"0107076","Hard Target (1993)"
"0107144","Hot Shots! Part Deux (1993)"
"0113674","Live Nude Girls (1995)"
"0112966","Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
"0107151","House of the Spirits, The (1993)"
"0110064","House Party 3 (1994)"
"0110074","Hudsucker Proxy, The (1994)"
"0110097","I'll Do Anything (1994)"
"0110123","In the Army Now (1994)"
"0107206","In the Line of Fire (1993)"
"0107207","In the Name of the Father (1993)"
"0110137","Inkwell, The (1994)"
"0108551","What's Love Got to Do with It? (1993)"
"0110197","Jimmy Hollywood (1994)"
"0107286","Judgment Night (1993)"
"0107290","Jurassic Park (1993)"
"0107302","Kalifornia (1993)"
"0110265","Killing Zoe (1994)"
"0110305","Lassie (1994)"
"0107362","Last Action Hero (1993)"
"0107413","Life with Mikey (1993)"
"0110353","Lightning Jack (1994)"
"0107468","M. Butterfly (1993)"
"0107478","Made in America (1993)"
"0107497","Malice (1993)"
"0107501","Man Without a Face, The (1993)"
"0107507","Manhattan Murder Mystery (1993)"
"0107554","Menace II Society (1993)"
"0116253","Executive Decision (1996)"
"0074102","In the Realm of the Senses (Ai no corrida) (1976)"
"0111689","What Happened Was... (1994)"
"0107616","Much Ado About Nothing (1993)"
"0107613","Mr. Wonderful (1993)"
"0107614","Mrs. Doubtfire (1993)"
"0107653","Naked (1993)"
"0110657","Next Karate Kid, The (1994)"
"0110678","No Escape (1994)"
"0110687","North (1994)"
"0107756","Orlando (1992)"
"0107808","Perfect World, A (1993)"
"0107818","Philadelphia (1993)"
"0107822","Piano, The (1993)"
"0107840","Poetic Justice (1993)"
"0107889","Program, The (1993)"
"0111003","Puppet Masters, The (1994)"
"0110939","Radioland Murders (1994)"
"0110955","Ref, The (1994)"
"0107943","Remains of the Day, The (1993)"
"0110971","Renaissance Man (1994)"
"0107969","Rising Sun (1993)"
"0111001","Road to Wellville, The (1994)"
"0107978","RoboCop 3 (1993)"
"0107977","Robin Hood: Men in Tights (1993)"
"0107983","Romeo Is Bleeding (1993)"
"0105275","Romper Stomper (1992)"
"0108000","Ruby in Paradise (1993)"
"0108002","Rudy (1993)"
"0105032","Savage Nights (Nuits fauves, Les) (1992)"
"0108052","Schindler's List (1993)"
"0111094","Scout, The (1994)"
"0108065","Searching for Bobby Fischer (1993)"
"0108071","Secret Garden, The (1993)"
"0111127","Serial Mom (1994)"
"0111143","Shadow, The (1994)"
"0108101","Shadowlands (1993)"
"0108122","Short Cuts (1993)"
"0111194","Simple Twist of Fate, A (1994)"
"0111201","Sirens (1994)"
"0108149","Six Degrees of Separation (1993)"
"0108160","Sleepless in Seattle (1993)"
"0108162","Sliver (1993)"
"0083658","Blade Runner (1982)"
"0108186","Son in Law (1993)"
"0108174","So I Married an Axe Murderer (1993)"
"0108238","Striking Distance (1993)"
"0108255","Super Mario Bros. (1993)"
"0111323","Surviving the Game (1994)"
"0111400","Terminal Velocity (1994)"
"0108328","Thirty-Two Short Films About Glenn Gould (1993)"
"0111418","Threesome (1994)"
"0107688","Nightmare Before Christmas, The (1993)"
"0108333","Three Musketeers, The (1993)"
"0108358","Tombstone (1993)"
"0108399","True Romance (1993)"
"0108515","War Room, The (1993)"
"0110763","Pagemaster, The (1994)"
"0114906","Welcome to the Dollhouse (1995)"
"0107002","Germinal (1993)"
"0109403","Chasers (1994)"
"0107315","Kika (1993)"
"0106408","Bhaji on the Beach (1993)"
"0110363","Little Big League (1994)"
"0107225","Ciao, Professore! (Io speriamo che me la cavo) (1992)"
"0111252","Spanking the Monkey (1994)"
"0110366","Little Rascals, The (1994)"
"0109120","Andre (1994)"
"0108059","Escort, The (Scorta, La) (1993)"
"0110892","Princess Caraboo (1994)"
"0112651","Celluloid Closet, The (1995)"
"0109382","Dear Diary (Caro Diario) (1994)"
"0112572","Brady Bunch Movie, The (1995)"
"0099785","Home Alone (1990)"
"0099653","Ghost (1990)"
"0103639","Aladdin (1992)"
"0103064","Terminator 2: Judgment Day (1991)"
"0099348","Dances with Wolves (1990)"
"0096895","Batman (1989)"
"0102926","Silence of the Lambs, The (1991)"
"0029583","Snow White and the Seven Dwarfs (1937)"
"0101414","Beauty and the Beast (1991)"
"0032910","Pinocchio (1940)"
"0100405","Pretty Woman (1990)"
"0065214","Wild Bunch, The (1969)"
"0110395","Love and a .45 (1994)"
"0109934","Great Day in Harlem, A (1994)"
"0117247","One Fine Day (1996)"
"0112625","Candyman: Farewell to the Flesh (1995)"
"0116282","Fargo (1996)"
"0116552","Homeward Bound II: Lost in San Francisco (1996)"
"0082509","Heavy Metal (1981)"
"0116514","Hellraiser: Bloodline (1996)"
"0117283","Pallbearer, The (1996)"
"0116684","Jane Eyre (1996)"
"0070506","Bread and Chocolate (Pane e cioccolata) (1973)"
"0065421","Aristocats, The (1970)"
"0113083","Flower of My Secret, The (La flor de mi secreto) (1995)"
"0118001","Two Much (1995)"
"0116165","Ed (1996)"
"0117891","Thin Line Between Love and Hate, A (1996)"
"0113613","Last Supper, The (1995)"
"0117381","Primal Fear (1996)"
"0115509","All Dogs Go to Heaven 2 (1996)"
"0114671","Land and Freedom (Tierra y libertad) (1995)"
"0112844","Denise Calls Up (1995)"
"0114658","Theodore Rex (1995)"
"0116275","Family Thing, A (1996)"
"0113122","Frisk (1995)"
"0117608","Sgt. Bilko (1996)"
"0113448","Jack and Sarah (1995)"
"0116414","Girl 6 (1996)"
"0116095","Diabolique (1996)"
"0113947","Nelly & Monsieur Arnaud (1995)"
"0115956","Courage Under Fire (1996)"
"0117060","Mission: Impossible (1996)"
"0109028","Cold Fever (Á köldum klaka) (1995)"
"0117071","Moll Flanders (1996)"
"0116136","Dragonheart (1996)"
"0116168","Eddie (1996)"
"0116683","James and the Giant Peach (1996)"
"0116287","Fear (1996)"
"0116768","Kids in the Hall: Brain Candy (1996)"
"0114787","Underground (1995)"
"0112536","Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)"
"0048473","Song of the Little Road (Pather Panchali) (1955)"
"0052572","World of Apu, The (Apur Sansar) (1959)"
"0117128","Mystery Science Theater 3000: The Movie (1996)"
"0117705","Space Jam (1996)"
"0062711","Barbarella (1968)"
"0108181","Some Folks Call It a Sling Blade (1993)"
"0114307","Run of the Country, The (1995)"
"0058898","Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)"
"0113443","It's My Party (1996)"
"0114048","Operation Dumbo Drop (1995)"
"0117104","Mrs. Winterbourne (1996)"
"0117688","Solo (1996)"
"0117774","Substitute, The (1996)"
"0114736","True Crime (1996)"
"0116289","Feeling Minnesota (1996)"
"0109593","Delta of Venus (1995)"
"0112368","Angus (1995)"
"0115742","Boys (1996)"
"0117420","Quest, The (1996)"
"0117784","Sunset Park (1996)"
"0117107","Mulholland Falls (1996)"
"0117979","Truth About Cats & Dogs, The (1996)"
"0095776","Oliver & Company (1988)"
"0115851","Celtic Pride (1996)"
"0116322","Flipper (1996)"
"0112817","Dead Man (1995)"
"0113362","Horseman on the Roof, The (Hussard sur le toit, Le) (1995)"
"0108500","Visitors, The (Visiteurs, Les) (1993)"
"0117108","Multiplicity (1996)"
"0118114","Wallace & Gromit: The Best of Aardman Animation (1996)"
"0113270","Haunted World of Edward D. Wood Jr., The (1996)"
"0115963","Craft, The (1996)"
"0116448","Great White Hype, The (1996)"
"0116827","Last Dance (1996)"
"0112701","Cold Comfort Farm (1995)"
"0116508","Heaven's Prisoners (1996)"
"0117500","Rock, The (1996)"
"0109592","Cemetery Man (Dellamorte Dellamore) (1994)"
"0117998","Twister (1996)"
"0115624","Barb Wire (1996)"
"0113568","Ghost in the Shell (Kôkaku kidôtai) (1995)"
"0117894","Thinner (1996)"
"0117723","Spy Hard (1996)"
"0112691","Wallace & Gromit: A Close Shave (1995)"
"0117768","Stupids, The (1996)"
"0115571","Arrival, The (1996)"
"0057012","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)"
"0109688","Ashes of Time (Dung che sai duk) (1994)"
"0110480","Maya Lin: A Strong Clear Vision (1994)"
"0108211","Stalingrad (1993)"
"0117331","Phantom, The (1996)"
"0117765","Striptease (1996)"
"0113280","Heavy (1995)"
"0116669","Jack (1996)"
"0116594","I Shot Andy Warhol (1996)"
"0070820","Touki Bouki (1973)"
"0063715","Spirits of the Dead (1968)"
"0117951","Trainspotting (1996)"
"0118523","'Til There Was You (1997)"
"0116629","Independence Day (a.k.a. ID4) (1996)"
"0117737","Stealing Beauty (1996)"
"0116277","Fan, The (1996)"
"0116583","Hunchback of Notre Dame, The (1996)"
"0115798","Cable Guy, The (1996)"
"0116778","Kingpin (1996)"
"0116213","Eraser (1996)"
"0117218","Nutty Professor, The (1996)"
"0111546","Unforgettable Summer, An (Un été inoubliable) (1994)"
"0113610","Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)"
"0111237","Somebody to Love (1994)"
"0116040","Daylight (1996)"
"0116365","Frighteners, The (1996)"
"0116905","Lone Star (1996)"
"0116493","Harriet the Spy (1996)"
"0117333","Phenomenon (1996)"
"0118113","Walking and Talking (1996)"
"0117628","She's the One (1996)"
"0117913","Time to Kill, A (1996)"
"0115530","American Buffalo (1996)"
"0115493","Alaska (1996)"
"0116320","Fled (1996)"
"0116756","Kazaam (1996)"
"0116823","Larger Than Life (1996)"
"0118073","Very Brady Sequel, A (1996)"
"0061495","Collector, The (La collectionneuse) (1967)"
"0110246","Kaspar Hauser (1993)"
"0115472","Adventures of Pinocchio, The (1996)"
"0116707","Joe's Apartment (1996)"
"0116313","First Wives Club, The (1996)"
"0117438","Ransom (1996)"
"0116531","High School High (1996)"
"0116353","Foxfire (1996)"
"0115857","Chain Reaction (1996)"
"0117008","Matilda (1996)"
"0116191","Emma (1996)"
"0115986","Crow: City of Angels, The (1996)"
"0116571","House Arrest (1996)"
"0053459","Eyes Without a Face (Yeux sans visage, Les) (1959)"
"0117826","Tales from the Crypt Presents: Bordello of Blood (1996)"
"0117718","Spitfire Grill, The (1996)"
"0116225","Escape from L.A. (1996)"
"0115632","Basquiat (1996)"
"0117918","Tin Cup (1996)"
"0068646","Godfather, The (1972)"
"0104558","Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)"
"0115736","Bound (1996)"
"0115836","Carpool (1996)"
"0116745","Kansas City (1996)"
"0119214","Gone Fishin' (1997)"
"0110693","Nothing to Lose (1994)"
"0106544","Supercop 2 (Project S) (Chao ji ji hua) (1993)"
"0120004","Relic, The (1997)"
"0116654","Island of Dr. Moreau, The (1996)"
"0116311","First Kid (1996)"
"0117965","Trigger Effect, The (1996)"
"0115725","Bogus (1996)"
"0115783","Bulletproof (1996)"
"0113596","Land Before Time III: The Time of the Great Giving (1995)"
"0109001","1-900 (06) (1994)"
"0113253","Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)"
"0117991","Twelfth Night (1996)"
"0117093","Mother Night (1996)"
"0111019","Wild Reeds (Les roseaux sauvages) (1994)"
"0035896","For Whom the Bell Tolls (1943)"
"0032904","Philadelphia Story, The (1940)"
"0045152","Singin' in the Rain (1952)"
"0043278","American in Paris, An (1951)"
"0050419","Funny Face (1957)"
"0054698","Breakfast at Tiffany's (1961)"
"0052357","Vertigo (1958)"
"0047396","Rear Window (1954)"
"0025316","It Happened One Night (1934)"
"0036855","Gaslight (1944)"
"0025164","Gay Divorcee, The (1934)"
"0053125","North by Northwest (1959)"
"0053604","Apartment, The (1960)"
"0053291","Some Like It Hot (1959)"
"0056923","Charade (1963)"
"0034583","Casablanca (1942)"
"0033870","Maltese Falcon, The (1941)"
"0058385","My Fair Lady (1964)"
"0047437","Sabrina (1954)"
"0046250","Roman Holiday (1953)"
"0031580","Little Princess, The (1939)"
"0037059","Meet Me in St. Louis (1944)"
"0032138","Wizard of Oz, The (1939)"
"0031381","Gone with the Wind (1939)"
"0084370","My Favorite Year (1982)"
"0043014","Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)"
"0033467","Citizen Kane (1941)"
